add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education
,Dallas,Jackson Lewis LLCP,TEXAS,,,A-13149-67201,6/5/2013,Certified-Expired,H-1B,MEXICO,,1/29/2015,2000 WEBER DRIVE,,GAINESVILLE,UNITED STATES OF AMERICA,Senior HR Business Partner,1347,9406684891,,76240,TEXAS,1941,A,MEXICO,DENTON,Bachelor's
,Dallas,"Akula & Associates, P.C.",TEXAS,,,A-13154-68065,6/3/2013,Certified-Expired,H-1B,INDIA,,12/23/2014,"1999 WABASH AVE., SUITE 210",,SPRINGFIELD,UNITED STATES OF AMERICA,Director,200,217-971-2451,,62704,ILLINOIS,2009,A,INDIA,CHANDLER,Master's
,Chicago,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ILLINOIS,,,A-13151-67669,6/24/2013,Certified-Expired,H-1B,INDIA,,12/24/2014,500 JACKSON STREET,,COLUMBUS,UNITED STATES OF AMERICA,"Immigration Specialist, Global Mobility Services",39800,812-377-5000,,47201,INDIANA,1919,N,INDIA,INDIANAPOLIS,Master's
,Boston,"Chin & Curtis, LLP",MASSACHUSETTS,,,A-13155-68536,8/1/2013,Certified,H-1B,INDIA,,4/15/2015,300 BOSTON SCIENTIFIC WAY,,MARLBOROUGH,UNITED STATES OF AMERICA,"Specialist II, Global Mobility",12100,508-650-8000,,1752,MASSACHUSETTS,1979,N,INDIA,NORTHBOROUGH,Master's
,NEW YORK,"EMANDI LAW FIRM, PC.",NEW YORK,,,A-13158-69607,6/24/2013,Certified-Expired,H-1B,INDIA,,1/13/2015,7400 BAYMEADOWS WAY,SUITE # 315,JACKSONVILLE,UNITED STATES OF AMERICA,PRESIDENT,24,904-731-7330,,32256,FLORIDA,2005,A,INDIA,EDISON,Associate's
,Chicago,"Kempster, Keller & Lenz-Calvo, LTD.",ILLINOIS,,,A-13161-70123,6/17/2013,Certified-Expired,H-1B,INDIA,,1/15/2015,150 N. CLINTON STREET,,CHICAGO,UNITED STATES OF AMERICA,Human Resources Assistant,2445,312-474-3496,,60661,ILLINOIS,1982,A,INDIA,CHICAGO,Bachelor's
,Norman,"William Velie, Attorneys at Law, PLLC",OKLAHOMA,,,A-13161-70113,6/20/2013,Denied,H-1B,SOUTH AFRICA,,1/28/2015,119 N BROADWAY,P.O.BOX 840,HOOKER,UNITED STATES OF AMERICA,President,19,580 652 2500,,73945,OKLAHOMA,1914,A,ZIMBABWE,HOOKER,Other
,San Francisco,Duane Morris LLP,CALIFORNIA,,,A-13154-68267,6/6/2013,Certified-Expired,H-1B,INDIA,,2/4/2015,4025 SOUTH RIVERPOINT PARKWAY,,PHOENIX,UNITED STATES OF AMERICA,"Associate VP, Administration",57446,602-557-1932,,85040-0723,ARIZONA,1973,A,INDIA,PHOENIX,Master's
,San Jose,LSI Corporation,CALIFORNIA,,,A-13154-68163,6/4/2013,Denied,H-1B,INDIA,,1/21/2015,1320 RIDDER PARK DRIVE,,SAN JOSE,UNITED STATES OF AMERICA,Division Counsel,4500,4084337628,,95131,CALIFORNIA,1981,A,INDIA,ALLENTOWN,Master's
,Annandale,"Cho and Associates, LLC",VIRGINIA,,,A-13155-68722,6/4/2013,Withdrawn,F-1,SOUTH KOREA,,3/9/2015,8836 WASHINGTON BLVD,,JESSUP,UNITED STATES OF AMERICA,President,7,301-579-4800,,20794,MARYLAND,2006,A,SOUTH KOREA,BALTIMORE,Master's
,Houston,"FosterQuan, LLP",TEXAS,,,A-13149-67037,7/12/2013,Certified-Expired,H-1B,INDIA,,3/16/2015,19001 CRESCENT SPRINGS DR.,,KINGWOOD,UNITED STATES OF AMERICA,"Vice President, Business Applications",2162,281-348-2871,,77339,TEXAS,1986,A,INDIA,KINGWOOD,Master's
,Lawrenceville,Princeton Law Group,NEW JERSEY,,,A-13155-68469,6/27/2013,Certified-Expired,L-1,INDIA,,2/9/2015,85 LINCOLN HWY,,EDISON,UNITED STATES OF AMERICA,HR Manager,200,732-549-9770,,8820,NEW JERSEY,2001,Y,INDIA,DUBLIN,Bachelor's
,New Orleans,"Law Offices of Fan & Brinson, LLC",LOUISIANA,,,A-13154-68227,6/3/2013,Certified-Expired,H-1B,CHINA,,1/13/2015,10932 CLOVERLAND AVE.,,BATON ROUGE,UNITED STATES OF AMERICA,General Manager,42,225-296-0743,,70809,LOUISIANA,1987,A,CHINA,BATON ROUGE,Doctorate
,New York,Rana Law Firm,NEW YORK,,,A-13155-68503,6/18/2013,Certified-Expired,H-1B,INDIA,,1/9/2015,"49 W 45TH STREET, STE 1201",,NEW YORK,UNITED STATES OF AMERICA,Vice President,11,2128330888,,10036,NEW YORK,1983,Y,INDIA,FOREST HILLS,Bachelor's
,West Palm Beach,Law Offices of Gene S. Devore P.A.,FLORIDA,,,A-13148-66803,5/28/2013,Certified-Expired,H-1B,THAILAND,,12/9/2014,6346 LANTANA RD.,SUITE #73,LAKE WORTH,UNITED STATES OF AMERICA,Authorized Representative,7,561-641-8810,,33463,FLORIDA,2008,Y,THAILAND,LAKE WORTH,Bachelor's
,Atlanta,"Law Offices of Yong Men, P.C.",GEORGIA,,,A-13160-69958,6/13/2013,Certified-Expired,,CHINA,,1/20/2015,"1935 BUFORD MILL DR., #J",,BUFORD,UNITED STATES OF AMERICA,President,5,(678) 482-6155,,30519,GEORGIA,2003,A,CHINA,TANTOU,None
,Rockville,"Wilde and Associates, LLC",MARYLAND,,,A-13156-68790,6/13/2013,Certified-Expired,Not in USA,SOUTH KOREA,,1/2/2015,385 PILCH ROAD,P.O. BOX 729,TROUTMAN,UNITED STATES OF AMERICA,Corporate Director of Human Resources,2000,(704) 528-4501,,28166,NORTH CAROLINA,1986,A,SOUTH KOREA,SEOUL,None
,Fresh Meadows,"Linda Foster, Attorney at Law",NEW YORK,,,A-13154-68365,6/3/2013,Certified-Expired,B-2,UZBEKISTAN,,2/10/2015,512 E. SHORE ROAD,,KINGS PONT,UNITED STATES OF AMERICA,head of household,1,5168295449,,11024,NEW YORK,2010,A,UZBEKISTAN,GREAT NECK,None
,,,,,,A-13149-67233,6/12/2013,Denied,H-1B,NEW ZEALAND,,10/21/2014,P O BOX 172430,,BOZEMAN,UNITED STATES OF AMERICA,Director - Office of Institutional Equity,3500,406-994-2042,,59717-2430,MONTANA,1893,A,NEW ZEALAND,BOZEMAN,Doctorate
,Houston,The Ezer Law Group PLLC,TEXAS,,,A-13156-68831,6/5/2013,Certified-Expired,H-1B,CROATIA,,1/22/2015,19350 E HARDY ROAD,,HOUSTON,UNITED STATES OF AMERICA,District Manager,227,713-849-5959,,77073,TEXAS,1988,A,CROATIA,THE WOODLANDS,Master's
,Rockville,"Wilde and Associates, LLC",MARYLAND,,,A-13156-68840,6/13/2013,Certified-Expired,Not in USA,SOUTH KOREA,,12/30/2014,385 PILCH ROAD,P.O. BOX 729,TROUTMAN,UNITED STATES OF AMERICA,Corporate Director of Human Resources,2000,(704) 528-4501,,28166,NORTH CAROLINA,1986,A,SOUTH KOREA,SEOUL,None
,Pittsburgh,"Kranyak, Attorneys",PENNSYLVANIA,,,A-13149-67086,5/30/2013,Certified-Expired,H-1B,INDIA,,11/17/2014,2350 NE HOPKINS COURT,,PULLMAN,UNITED STATES OF AMERICA,Vice President of Finance,3600,509-334-8705,,99163,WASHINGTON,1982,A,INDIA,WEBSTER,Master's
,FREMONT,,CALIFORNIA,,,A-13154-68237,6/3/2013,Denied,H-1B,INDIA,,1/28/2015,46500 FREMONT BLVD.,SUITE 708,FREMONT,UNITED STATES OF AMERICA,president,150,510-252-0346,,94538,CALIFORNIA,2003,A,INDIA,FREMONT,Master's
,,,,,,A-13150-67306,5/30/2013,Denied,,PHILIPPINES,,1/2/2015,25320 PARK AVE #5,,LOMA LINDA,UNITED STATES OF AMERICA,MRS,0,9099103838,,92354,CALIFORNIA,2013,A,PHILIPPINES,BAYUGAN 1,High School
,Chicago,Zulkie Partners LLC,ILLINOIS,,,A-13156-68881,6/6/2013,Certified-Expired,H-1B,INDIA,,1/27/2015,333 W. WACKER DRIVE,SUITE 300,CHICAGO,UNITED STATES OF AMERICA,Payroll Manager,8000,3123955558,,60606,ILLINOIS,1991,A,INDIA,LOS ANGELES,Master's
,Mansfield,"Miller & Associates, P.C.",MASSACHUSETTS,,,A-13161-70018,6/11/2013,Certified-Expired,H-1B,INDIA,,1/28/2015,5600 N RIVER ROAD,SUITE 425,ROSEMONT,UNITED STATES OF AMERICA,Senior Vice President Operations (Americas),90,847-928-2610,1201,60018,ILLINOIS,1997,A,INDIA,READING,Bachelor's
,Highland Park,"Kerpel & Kerpel, P.C.",ILLINOIS,,,A-13161-70016,6/26/2013,Certified-Expired,H-1B,CHINA,,2/9/2015,100 GRAINGER PARKWAY,,LAKE FOREST,UNITED STATES OF AMERICA,"Associate General Counsel, Employment & Labor Law",1400,847-535-1555,,60045,ILLINOIS,2011,Y,CHINA,VERNON HILLS,Master's
,Fremont,Law Offices of Mahesh Bajoria,CALIFORNIA,,,A-13156-69124,6/5/2013,Certified-Expired,H-1B,INDIA,,1/29/2015,1270 OAKMEAD PKWY,SUITE# 115,SUNNYVALE,UNITED STATES OF AMERICA,Director,227,408-733-1530,,94085,CALIFORNIA,2004,A,INDIA,SHAKOPEE,Master's
,FREMONT,,CALIFORNIA,,,A-13161-70034,6/10/2013,Denied,H-1B,INDIA,,5/27/2015,46500 FREMONT BLVD.,SUITE 708,FREMONT,UNITED STATES OF AMERICA,president,150,510-252-0346,,94538,CALIFORNIA,2003,A,INDIA,ROCKLIN,Bachelor's
,Hamden,Lamboley Law Firm,CONNECTICUT,,,A-13156-69025,6/19/2013,Certified-Expired,H-1B,INDIA,,1/27/2015,200 GLASTONBURY BOULEVARD,SUITE 304,GLASTONBURY,UNITED STATES OF AMERICA,HR Manager,95,860-633-2025,,6033,CONNECTICUT,1999,Y,INDIA,SOUTH WINDSOR,Bachelor's
,SCHAUMBURG,"International Legal and Business Services Group, LLP",ILLINOIS,,,A-13151-67653,7/23/2013,Certified-Expired,H-1B,INDIA,,2/19/2015,4229 LAFAYETTE CENTER DRIVE,SUITE 1880,CHANTILLY,UNITED STATES OF AMERICA,CEO,100,703-565-2831,,20151,VIRGINIA,2003,A,INDIA,HERNDON,Master's
,Santa Clara,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-13143-66216,5/31/2013,Certified-Expired,H-1B,INDIA,,11/26/2014,"3000 HANOVER STREET, MS 1117",,PALO ALTO,UNITED STATES OF AMERICA,U.S. Immigration Program Manager,331000,(650) 857-1501,,94304,CALIFORNIA,1962,A,INDIA,FREMONT,Bachelor's
,Hagatna,"BAUMANN, KONDAS and XU, LLC",GUAM,,,A-13143-66224,5/23/2013,Certified-Expired,E-2,SOUTH KOREA,,12/11/2014,P.O.BOX 4277,,HAGATNA,UNITED STATES OF AMERICA,President,19,671-649-5681,,96932,GUAM,2005,A,SOUTH KOREA,TAMUNING,Master's
,RALEIGH,ROBERTSON IMMIGRATION LAW FIRM,NORTH CAROLINA,,,A-13151-67663,5/30/2013,Denied,,MEXICO,,1/5/2015,121 SOUTH ESTES DRIVE,,CHAPEL HILL,UNITED STATES OF AMERICA,SECRETARY,3,(919) 932-5800,,27514,NORTH CAROLINA,1985,A,MEXICO,PITTSBORO,None
,New York,"Fragomen, Del Rey, Bernsen & Loewy LLP",NEW YORK,,,A-13144-66277,6/21/2013,Certified-Expired,H-1B,INDIA,,1/14/2015,33 WHITEHALL STREET,,NEW YORK,UNITED STATES OF AMERICA,"Associate Director, Human Resources",1934,212-908-0500,,10004,NEW YORK,2001,N,INDIA,JERSEY CITY,Master's
,HOUSTON,Law Offices of Dakshini R. Sen P.C.,TEXAS,,,A-13154-68160,6/18/2013,Certified-Expired,H-1B,INDIA,,1/9/2015,13100 WORTHAM CENTER BLVD #300,,HOUSTON,UNITED STATES OF AMERICA,Human Resources Manager,219,2816715700,,77065,TEXAS,1982,A,INDIA,HOUSTON,Master's
,IRVINE,LAW OFFICES OF HAN JOO KIM,CALIFORNIA,,,A-13149-66916,5/28/2013,Withdrawn,,SOUTH KOREA,,3/30/2015,8949 BUFFALO AVE.,,RANCHO CUCAMONGA,UNITED STATES OF AMERICA,PRESIDENT,40,(909) 373-1555,,91730,CALIFORNIA,1993,Y,SOUTH KOREA,LOS ANGELES,Bachelor's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13149-66997,7/15/2013,Certified-Expired,H-1B,PORTUGAL,,2/24/2015,5855 AMERICAN WAY,,ORLANDO,UNITED STATES OF AMERICA,President,80,4073542525,,32819,FLORIDA,2007,A,VENEZUELA,ORLANDO,Bachelor's
,,,,,,A-13052-42529,2/21/2013,Certified-Expired,H-1B,EGYPT,,2/11/2015,30 HUNTER LANE,,CAMP HILL,UNITED STATES OF AMERICA,Associate Counsel,92000,(717) 214-8883,,17011,PENNSYLVANIA,1962,A,EGYPT,LA QUINTA,Bachelor's
,Houston,"Zhang and Attorneys, LP",TEXAS,,,A-13148-66837,6/3/2013,Certified-Expired,H-1B,TAIWAN,,1/13/2015,"75 KNEELAND STREET, SUITE 204",,BOSTON,UNITED STATES OF AMERICA,Executive Director,98,6173570226,231,2111,MASSACHUSETTS,1972,A,TAIWAN,BRAINTREE,Bachelor's
,Houston,Law Office of Mark Taboada,TEXAS,,,A-13156-69073,6/6/2013,Denied,H-1B1,VENEZUELA,,12/2/2014,1600 GRAND AVENUE,,LIBERTY,UNITED STATES OF AMERICA,Human Resources Director,335,936-336-7213,,77575,TEXAS,1889,A,VENEZUELA,HUMBLE,Bachelor's
,new orleans,"law offices of donglai yang, llc",LOUISIANA,,,A-13156-69079,6/29/2013,Certified-Expired,,CHINA,,3/20/2015,429 WALL BLVD.,,GRETNA,UNITED STATES OF AMERICA,owner,10,5043923939,,70056,LOUISIANA,1999,A,CHINA,FUSHAN CITY,None
,NEW YORK,"Malik & Popiel, P.C.",NEW YORK,,,A-13156-69089,6/6/2013,Certified-Expired,H-1B,INDIA,,2/19/2015,5 CORPORATE PARK,SUITE # 140,IRVINE,UNITED STATES OF AMERICA,Asst. V.P. Operations & H.R.,107,949-208-7126,488,92606,CALIFORNIA,1999,A,INDIA,SAN JOSE,Master's
,Rockville,"Wilde and Associates, LLC",MARYLAND,,,A-13156-68782,6/13/2013,Certified-Expired,F-1,SOUTH KOREA,,12/30/2014,385 PILCH ROAD,P.O. BOX 729,TROUTMAN,UNITED STATES OF AMERICA,Corporate Director of Human Resources,2000,(704) 528-4501,,28166,NORTH CAROLINA,1986,A,SOUTH KOREA,FLUSHING,None
,Honolulu,Law Offices of KahBo Dye-Chiew,HAWAII,,,A-13149-67199,6/13/2013,Denied,H-1B,INDIA,,5/21/2015,818 KEEAUMOKU STREET,,HONOLULU,UNITED STATES OF AMERICA,Human Resource Analyst,1600,(808) 948-5588,,96814,HAWAII,1938,A,INDIA,HONOLULU,Master's
,Rockville,"Wilde and Associates, LLC",MARYLAND,,,A-13156-68895,6/13/2013,Certified-Expired,Not in USA,SOUTH KOREA,,12/30/2014,385 PILCH ROAD,P.O. BOX 729,TROUTMAN,UNITED STATES OF AMERICA,Corporate Director of Human Resources,2000,(704) 528-4501,,28166,NORTH CAROLINA,1986,A,SOUTH KOREA,YANGPYEONGGUN,None
,Chicago,Sidley Austin LLP,ILLINOIS,,,A-13149-67205,5/29/2013,Certified-Expired,H-1B,CHINA,,12/5/2014,22 W WASHINGTON ST,,CHICAGO,UNITED STATES OF AMERICA,Human Resources,1300,312-696-6000,,60602,ILLINOIS,1984,Y,CHINA,CHICAGO,Other
,Atlanta,"Law Offices of Yong Men, P.C.",GEORGIA,,,A-13155-68590,6/15/2013,Certified-Expired,H-1B,THAILAND,,1/27/2015,"1150 EUCLID AVE NE, SUITE B",,ATLANTA,UNITED STATES OF AMERICA,Financial Manager,5,404-521-3555,,30307,GEORGIA,2008,A,THAILAND,TUCKER,Master's
,Rockville,"Wilde and Associates, LLC",MARYLAND,,,A-13156-68848,6/13/2013,Certified-Expired,Not in USA,SOUTH KOREA,,1/2/2015,385 PILCH ROAD,P.O. BOX 729,TROUTMAN,UNITED STATES OF AMERICA,Corporate Director of Human Resources,2000,(704) 528-4501,,28166,NORTH CAROLINA,1986,A,SOUTH KOREA,SEOUL,None
,Hamden,Lamboley Law Firm,CONNECTICUT,,,A-13155-68579,6/11/2013,Certified-Expired,H-1B,INDIA,,1/28/2015,200 GLASTONBURY BOULEVARD,SUITE 304,GLASTONBURY,UNITED STATES OF AMERICA,HR Manager,95,860-633-2025,,6033,CONNECTICUT,1999,A,INDIA,HOUSTON,Master's
,Rockville,"Wilde and Associates, LLC",MARYLAND,,,A-13156-68883,6/13/2013,Certified-Expired,Not in USA,SOUTH KOREA,,1/2/2015,385 PILCH ROAD,P.O. BOX 729,TROUTMAN,UNITED STATES OF AMERICA,Corporate Director of Human Resources,2000,(704) 528-4501,,28166,NORTH CAROLINA,1986,A,SOUTH KOREA,INCHEON-SI,None
,Philadelphia,"Klasko, Rulon, Stock & Seltzer, LLP",PENNSYLVANIA,,,A-13161-70015,7/1/2013,Certified-Expired,H-1B,INDIA,,2/11/2015,ONE COMCAST CENTER,1701 JFK BOULEVARD,PHILADELPHIA,UNITED STATES OF AMERICA,Human Resources Administrator,129000,215-286-5912,,19103,PENNSYLVANIA,1963,A,INDIA,WAYNE,Master's
,Chicago,"Rab & Khan, LLP",ILLINOIS,,,A-13156-68820,7/2/2013,Certified,H-1B,SRI LANKA,,5/21/2015,505 N LAKE SHORE DR,SUITE 222,CHICAGO,UNITED STATES OF AMERICA,President,5,7737543230,,60611,ILLINOIS,2006,Y,SRI LANKA,CHICAGO,Master's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13155-68587,6/7/2013,Certified-Expired,H-1B,INDIA,,1/21/2015,125 FAIRFIELD WAY,SUITE 330,BLOOMINGDALE,UNITED STATES OF AMERICA,Manager Human Resources,16,630-980-4416,,60108,ILLINOIS,1996,A,INDIA,SCHAUMBURG,Bachelor's
,Dallas,Berry Appleman & Leiden LLP,TEXAS,,,A-13160-69952,6/25/2013,Certified-Expired,H-1B,FRANCE,,1/6/2015,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,UNITED STATES OF AMERICA,Global Immigration Program Manager,53861,650-253-0000,,94043,CALIFORNIA,1998,Y,FRANCE,SAN FRANCISCO,Bachelor's
,Los Angeles,Mitchell Silberberg & Knupp LLP,CALIFORNIA,,,A-13160-69953,6/27/2013,Certified-Expired,H-1B,SPAIN,,1/15/2015,"2425 OLYMPIC BLVD., SUITE 3000W",,SANTA MONICA,UNITED STATES OF AMERICA,Director of Operations,181,310.633.9275,,90404,CALIFORNIA,1986,A,SPAIN,SANTA MONICA,Bachelor's
,Los Angeles,"Valvo & Associates, Inc.",CALIFORNIA,,,A-13155-68487,6/4/2013,Certified-Expired,H-1B,JAPAN,,1/6/2015,9335 AIRWAY ROAD,SUITE 203C,SAN DIEGO,UNITED STATES OF AMERICA,"General Manager, Administration & Accounting",13,6196610450,,92154,CALIFORNIA,2007,A,JAPAN,LA MESA,Master's
,Boca Raton,Legal Immigration Services,FLORIDA,,,A-13155-68680,6/5/2013,Denied,H-1B,UNITED KINGDOM,,1/8/2015,5401 SOUTH KIRKMAN ROAD,SUITE 310,ORLANDO,UNITED STATES OF AMERICA,President,2,407-926-6185,,32819,FLORIDA,2009,A,UNITED KINGDOM,GROVELAND,None
,Brooklyn,"Law Offices of Charles Soule, PLLC",NEW YORK,,,A-13161-70132,6/11/2013,Certified-Expired,O-1,ARGENTINA,,2/4/2015,76 HUNTINGTON ROAD,,GARDEN CITY,UNITED STATES OF AMERICA,PRESIDENT,2,516-526-4333,,11530,NEW YORK,1995,A,ARGENTINA,OYSTER BAY,Associate's
,Reston,James C.T. Hsia & Associates,VIRGINIA,,,A-13156-68780,6/5/2013,Withdrawn,H-1B,NEPAL,,5/21/2015,1110 HERNDON PARKWAY,SUITE 306,HERNDON,UNITED STATES OF AMERICA,Director of Human Resources,85,703-953-2791,,20170,VIRGINIA,2005,A,NEPAL,WALLINGTON,Master's
,San Diego,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-13158-69815,9/9/2013,Certified-Expired,H-1B,INDIA,,4/6/2015,5775 MOREHOUSE DRIVE,,SAN DIEGO,UNITED STATES OF AMERICA,Immigration Specialist - Qualcomm HR,26600,858-651-1440,,92121,CALIFORNIA,2011,N,INDIA,SAN DIEGO,Master's
,ROCKVILLE,TAN LAW OFFICES,MARYLAND,,,A-13161-70143,6/10/2013,Certified-Expired,,CHINA,,2/17/2015,5823 KAVANAUGH BOULEVARD,,LITTLE ROCK,UNITED STATES OF AMERICA,PRESIDENT,120,501-663-9888,,72207,ARKANSAS,2007,A,CHINA,LITTLE ROCK,Master's
,Houston,Law Office of Garrett White,TEXAS,,,A-13153-68006,6/9/2013,Certified-Expired,H-1B,TURKEY,,2/10/2015,21 CORPORATE HILL DR.,,LITTLE ROCK,UNITED STATES OF AMERICA,Superintendent,117,5012274942,101,72205,ARKANSAS,2004,Y,TURKEY,STAFFORD,Master's
,San Francisco,Jackson & Hertogs LLP,CALIFORNIA,,,A-13151-67971,6/11/2013,Certified-Expired,H-1B,HONG KONG,,2/9/2015,1 DNA WAY,"MS 8014, BLDG #82",SOUTH SAN FRANCISCO,UNITED STATES OF AMERICA,"Program Manager, Global Mobility North America",7609,6502251000,,94080,CALIFORNIA,1976,A,HONG KONG,SAN BRUNO,Master's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13154-68268,9/5/2013,Certified,H-1B,INDIA,,5/14/2015,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,A,INDIA,SUNNYVALE,Master's
,New York,Barst Mukamal & Kleiner LLP,NEW YORK,,,A-13157-69225,6/21/2013,Certified-Expired,H-1B,CHINA,,2/6/2015,600 BUNKER COURT,,VERNON HILLS,UNITED STATES OF AMERICA,International HR Specialist,1243,8479556000,,60061,ILLINOIS,1951,Y,CHINA,LONG GROVE,Associate's
,Cincinnati,"Hammond Law Group, LLC",OHIO,,,A-13156-68950,6/15/2013,Certified-Expired,H-1B,INDIA,,1/14/2015,1505 LBJ FREEWAY,SUITE 327,DALLAS,UNITED STATES OF AMERICA,President,47,214-615-8787,,75234,TEXAS,1998,A,INDIA,FRISCO,Bachelor's
,Atlanta,Arnall Golden Gregory LLP,GEORGIA,,,A-13156-68923,6/10/2013,Denied,H-1B,INDIA,,1/21/2015,1050 CROWN POINTE PARKWAY,SUITE 1000,ATLANTA,UNITED STATES OF AMERICA,"Senior Manager, Human Resources",500,770-551-9494,6049,30338,GEORGIA,2007,A,INDIA,NORRISTOWN,Bachelor's
,New York,"Pollack, Pollack, Isaac & DeCicco",NEW YORK,,,A-13136-64278,5/21/2013,Certified-Expired,EWI,ECUADOR,,12/1/2014,7358 AMBOY ROAD,,STATEN ISLAND,UNITED STATES OF AMERICA,President,6,7189845233,,10307,NEW YORK,2011,A,ECUADOR,BROOKLYN,None
,San Francisco,"JEWELL & ASSOCIATES, PC",CALIFORNIA,,,A-13150-67637,5/31/2013,Certified-Expired,H-1B,MEXICO,,12/2/2014,305 MAIN ST. 3RD FLOOR,,REDWOOD CITY,UNITED STATES OF AMERICA,VP of Analytics/Engineering,58,650-810-8731,,94063,CALIFORNIA,2010,A,MEXICO,SAN FRANCISCO,Bachelor's
,Boston,Pappas and Lenzo LLP,MASSACHUSETTS,,,A-13144-66391,5/24/2013,Denied,H-1B,INDIA,,8/13/2015,600 ATLANTIC AVENUE,FLOOR 20,BOSTON,UNITED STATES OF AMERICA,Project Manager,64,617-532-3045,,2110,MASSACHUSETTS,2002,A,INDIA,NEWTON,Master's
,SEATTLE,FRED D. KULL ATTORNEY & COUNSELOR,WASHINGTON,,,A-13149-66965,5/28/2013,Certified,H-1B,MONGOLIA,,6/18/2015,5309 SHILSHOLE AVE NW,100,SEATTLE,UNITED STATES OF AMERICA,DIRECTOR OF HUMAN RESOURCES,83,(206) 782-2325,,98107,WASHINGTON,1990,A,MONGOLIA,SEATTLE,Bachelor's
,Dallas,Berry Appleman and Leiden LLP,TEXAS,,,A-13144-66263,5/29/2013,Certified-Expired,H-1B,UNITED STATES OF AMERICA,,12/11/2014,4949 HEDGCOXE ROAD,,PLANO,UNITED STATES OF AMERICA,Human Resources Representative,139,972-987-3917,,75024,TEXAS,1959,Y,UNITED STATES OF AMERICA,IRVING,Bachelor's
,Hamden,Lamboley Law Firm,CONNECTICUT,,,A-13156-68822,6/19/2013,Certified-Expired,H-1B,TAIWAN,,2/6/2015,200 GLASTONBURY BOULEVARD,SUITE 304,GLASTONBURY,UNITED STATES OF AMERICA,HR Manager,95,860-633-2025,,6033,CONNECTICUT,1999,A,TAIWAN,CANTON,Master's
,NEW YORK,"LAW OFFICE OF ANDREW PARK, P.C.",NEW YORK,,,A-13151-67844,5/31/2013,Denied,E-2,SOUTH KOREA,,3/4/2015,251 BROAD AVENUE,,FAIRVIEW,UNITED STATES OF AMERICA,PRESIDENT,5,(201) 941-0024,,7022,NEW JERSEY,2002,A,SOUTH KOREA,ALBUQUERQUE,Bachelor's
,Carrollton,"The Kim Law Firm, P.C.",TEXAS,,,A-13144-66434,5/24/2013,Certified-Expired,F-1,SOUTH KOREA,,12/1/2014,2970 E. SOUTHLAKE BLVD.,,SOUTHLAKE,UNITED STATES OF AMERICA,President,8,972-242-7400,,76092,TEXAS,2012,A,SOUTH KOREA,IRVING,None
,,,,,,A-13149-67041,5/29/2013,Certified-Expired,H-1B,INDIA,,11/17/2014,3395 NORTH ARLINGTON HEIGHTS ROAD,,ARLINGTON HEIGHTS,UNITED STATES OF AMERICA,Legal Counsel,175,847 577 5256,1577,60004,ILLINOIS,2002,A,INDIA,HERNDON,Master's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13149-67130,6/24/2013,Certified-Expired,H-1B,INDIA,,1/28/2015,120 SOUTH LASALLE STREET,SUITE 1200,CHICAGO,UNITED STATES OF AMERICA,Director Human Resources,164,312-441-0077,,60603,ILLINOIS,2004,Y,INDIA,CHICAGO,Bachelor's
,Houston,Berry Appleman & Leiden LLP,TEXAS,,,A-13157-69474,6/24/2013,Certified-Expired,H-1B,CANADA,,1/21/2015,2828 NORTH HASKELL AVENUE,"BUILDING 1, FLOOR 9",DALLAS,UNITED STATES OF AMERICA,Vice President & Senior Corporate Counsel,13300,214-584-5895,,75204,TEXAS,1988,Y,CANADA,ROCHESTER,Bachelor's
,New York,Law Office of Stephen M. Perlitsh,NEW YORK,,,A-13157-69483,6/14/2013,Certified-Expired,H-1B,INDIA,,2/10/2015,1650 GRAND CONCOURSE,,BRONX,UNITED STATES OF AMERICA,"Chairman, Department of Medicine",3626,718-960-1234,1026,10457,NEW YORK,1962,A,INDIA,BRONX,Other
,Sunnyvale,Yvette Lee Law Group,CALIFORNIA,,,A-13144-66508,9/4/2013,Denied,E-2,SOUTH KOREA,,9/14/2015,2033 GATEWAY PLACE,5TH FLOOR,SAN JOSE,UNITED STATES OF AMERICA,President,22,408-999-0270,,95110,CALIFORNIA,2006,A,SOUTH KOREA,SAN DIEGO,Associate's
